Identity number	Search word	Text in German	Text in English	Meaning	Displayed meaning	Effective type	Write-protect entry for screens	Variable name	Header or table section?	Change-row EFOP	Insert-row-before-EFOP	Insert-row-after EFOP	Delete-row-before-EFOP	Delete-row-after-EFOP	Select-row EFOP	Move-rows-before EFOP	Move-row validation EFOP	Move-rows-to EFOP	Cancel screen EFOP	Exit screen EFOP	Enter screen EFOP	End of screen EFOP	Screen number	Screen validation EFOP	Footer	Button (after) EFOP	Button (before) EFOP	Exit field EFOP	Field filled EFOP	Field validation EFOP
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Übertragungsdatum	Transfer date	GD	always read-only	iskuebdat	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Listendatum	List date	GD	always read-only	isklistendatum	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Lieferant	Supplier address	GL35	always read-only	isklianszeile1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Lieferant	Supplier address	GL35	always read-only	isklianszeile2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Lieferant	Supplier address	GL35	always read-only	isklianszeile3	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Lieferant	Supplier address	GL35	always read-only	isklianszeile4	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Lieferant	Supplier address	GL35	always read-only	isklianszeile5	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Firmenkurzname Lieferant	Supplier company brief description	GL35	always read-only	isklikurzname	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Abteilung Lieferant	Supplier department	GL35	always read-only	iskliabteilung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Telefon Lieferant	Supplier phone	GL35	always read-only	isklitelefon	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Fax Lieferant	Supplier fax	GL35	always read-only	isklifax	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuer-Identifikationsnummer Lieferant	Supplier VAT registration number	GL35	always read-only	iskliustid	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	GLN Lieferant	Supplier GLN	GL35	always read-only	iskligln	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Lieferantennummer beim Kunden	Customer supplier no.	GL35	always read-only	isklifrbez	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Rechnungslistenempfänger	Invoice list recipient	P0	always read-only	iskreliempf	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Kunde	Customer	P0	always read-only	iskkunde	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Kunde	Customer address	GL35	always read-only	iskkuanszeile1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Kunde	Customer address	GL35	always read-only	iskkuanszeile2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Kunde	Customer address	GL35	always read-only	iskkuanszeile3	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Kunde	Customer address	GL35	always read-only	iskkuanszeile4	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anschrift Kunde	Customer address	GL35	always read-only	iskkuanszeile5	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Straße Kunde	Customer street	GL35	always read-only	iskkustrasse	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Ort Kunde	Customer town	GL35	always read-only	iskkuort	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Postleitzahl Kunde	Customer postcode	GL10	always read-only	iskkuplz	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Landkennung Kunde	Customer country code	NT3	always read-only	iskkulakenn	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Staat Kunde	Customer state	PS97:1	always read-only	iskkustaat	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Fax Kunde	Customer fax	GL35	always read-only	iskkufax	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	GLN Kunde	Customer GLN	GL35	always read-only	iskkugln	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Warenempfänger	Goods recipient	P0	always read-only	iskwempf	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	GLN Warenempfänger	Goods recipient GLN	GL25	always read-only	iskwempfgln	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Warenempfänger	Goods recipient	GL25	always read-only	iskwempfnummer	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Bezeichnung Warenempfänger	Goods recipient description	GL25	always read-only	iskwempfname1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Bezeichnung Warenempfänger	Goods recipient description	GL25	always read-only	iskwempfname2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Bezeichnung Warenempfänger	Goods recipient description	GL25	always read-only	iskwempfname3	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Währung Warenempfänger	Goods recipient currency	GL25	always read-only	iskwempfland	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Postleitzahl Warenempfänger	Goods recipient postcode	GL25	always read-only	iskwempfplz	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Ort Warenempfänger	Goods recipient town	GL25	always read-only	iskwempfortzeile1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Ort Warenempfänger	Goods recipient town	GL25	always read-only	iskwempfortzeile2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Straße Warenempfänger	Goods recipient street	GL25	always read-only	iskwempfstrasse	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuer-Identifikationsnummer Warenempfänger	Goods recipient VAT registration number	GL25	always read-only	iskwempfustid	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Abteilung Warenempfänger	Goods recipient department	GL25	always read-only	iskwempfabteilung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Firmenkurzname Kunde	Customer company brief description	GL35	always read-only	iskkukurzname	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Abteilung Kunde	Customer department	GL35	always read-only	iskkuabteilung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Telefon Kunde	Customer phone	GL35	always read-only	iskkutelefon	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuer-Identifikationsnummer Kunde	Customer VAT registration number	GL35	always read-only	iskkuustid	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Erste Rechnungsnummer	First invoice number	GL35	always read-only	iskersterechnung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Letzte Rechnungsnummer	Last invoice number	GL35	always read-only	iskletzterechnung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Währung	Currency	GL35	always read-only	iskwaehrung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Rechnungswert	Invoice value	GL35	always read-only	iskrewert	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Entgelt 1	Payment 1	GL35	always read-only	iskentgelt1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuer 1	VAT 1	GL35	always read-only	iskumst1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuersatz 1	VAT rate 1	GL35	always read-only	iskumsatz1	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Entgelt 2	Payment 2	GL35	always read-only	iskentgelt2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuer 2	VAT 2	GL35	always read-only	iskumst2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuersatz 2	VAT rate 2	GL35	always read-only	iskumsatz2	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anzahl Zeilen in der EDI-Nachricht mit Satzart 400	Number of rows in EDI message with record type 400	I9	always read-only	iskzaehler400	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anzahl Zeilen in der EDI-Nachricht mit Satzart 500	Number of rows in EDI message with record type 500	I9	always read-only	iskzaehler500	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anzahl Zeilen in der EDI-Nachricht mit Satzart 525	Number of rows in EDI message with record type 525	I9	always read-only	iskzaehler525	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anzahl Zeilen in der EDI-Nachricht mit Satzart 550	Number of rows in EDI message with record type 550	I9	always read-only	iskzaehler550	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anzahl Zeilen in der EDI-Nachricht mit Satzart 600	Number of rows in EDI message with record type 600	I9	always read-only	iskzaehler600	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Anzahl Zeilen in der EDI-Nachricht	Number of rows in EDI message	I9	always read-only	iskzaehleralle	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Währung	Currency	GL15	editable	iskland	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Sammelabrechnungsliste	Collective invoice list	B	editable	istextsammelliste	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Sammelabrechnung	Collective invoice	B	editable	istextsammelabrechn	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Zur EDV-mässigen Erfassung bitte senden an:	In relation to data entry please send to:	B	editable	istextempfaenger	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Bitte vollständig eintragen:	Please complete the following:	B	editable	istextabsender	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Firmenstempel	Company stamp	B	editable	istextfirmenstempel	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Rechnungslistenendbetrag	Final invoice list amount	B	editable	istextreliendbetrag	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Programm-Nummer XXXXXXXX	Program number XXXXXXXX	B	editable	istextprognummer	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Rechnungs-DFUE nach VDA 4906	EDI of invoices according to VDA 4906	B	editable	istextvda4906	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Angabe aus dem Vorsatz 811	Details from header 811	B	editable	istextsatzart811	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Satzarten-Zählung aus Satzart 819	Record type counting from record type 819	B	editable	istextsatzart819	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Summen aus Satzart 819	Totals from record type 819	B	editable	istextsatzart819sum	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Von Lieferant/Leistungsersteller	From supplier/producer	B	editable	istextlieferant	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Name/Abteilung	Name/Department	B	editable	istextabteilung	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	An Kunde/Leistungsempfänger	To customer/recipient	B	editable	istextkunde	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Handelsübliche Bezeichnung: Kfz.-Teile / Einzelheiten siehe Einzelrechnung	Commercial description: Automotive parts/For details see individual invoice	B	editable	istextbezeichnungen	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Datei-Identifikation	File identification	B	editable	istextdateiident	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Bearbeitungs-/Buchungsvermerke	Processing/Entry remarks:	B	editable	istextvermerk	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Entgelt	Payment	B	editable	istextentgelt	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuersatz	VAT rate	B	editable	istextumsatzstsatz	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Umsatzsteuer	VAT	B	editable	istextumsatzsteuer	No												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Zeilen-ID	Row ID	TZN	always read-only	ittabnr	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Zeilen-ID	Row ID	IDZ65:2	always read-only	itzid	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Laufende Zeilennummer	Consecutive row number	I7	always read-only	itzn	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Drucken	Print	BU14	editable	itbudruck	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Drucken	Print	BU8	editable	itbudruck2	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Infosystem	Infosystem	BU14	editable	itbuinfosys	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Aktion auslösen	Trigger action	BU14	editable	itbuaktion	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Zeile markiert?	Row selected?	B	editable	itmarkiert	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Markierungsordnung	Selection order	I5	editable	itmarkierung	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Stufe innerhalb des Baums	Level within the tree	IP4	always read-only	istbaumstufe	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Status des Baumelementes	Status of tree element	A102	always read-only	istbaumstat	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Baum auf-/zuklappen	Expand/Collapse tree	BU3	editable	istbaumaufzu	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Bezeichnung des Baumelementes	Component description	GL254	always read-only	istbaumtext	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Tooltipp	Tooltip	GL254	always read-only	istbauminfo	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Symbol (Dateiname)	Symbol (File name)	DV1	always read-only	istbaumicon	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Symbol	Symbol	DVS1	always read-only	istbaumiconz	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Ist Menüeintrag ausführbar?	Can menu entry be executed?	B	always read-only	istmenuemoeglich	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Ist Menüeintrag eingeschaltet?	Has menu entry been activated?	B	always read-only	istmenuean	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Dialogendeaktion	End of dialog action	A328	always read-only	istmenueendeaktion	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
10463	EDICOLINVOICEPRINT	Druck EDI-Sammelabrechnung	Print EDI collective invoice	Beginn Reservefelder für Tabellenteil	Start of user-defined fields for the table section	K1	Field hidden	ittresstart06502	Yes												dfue/EDICOLINVOICEPRINT.SE		10463		dfue/EDICOLINVOICEPRINT.RPF					
